CODE_DEPARTEMENT;NOM_DEPARTEMENT;;POPULATION;SUPERFICIE;COORDONNEE
2A;CORSE-DU-SUD;;84;884.0;48.6635549183, 7.76526958082
71;SAONE-ET-LOIRE;;1026;663.0;43.2863877152, 1.54647333588
54;MEURTHE-ET-MOSELLE;;387;675.0;42.9829024803, 1.87676645129
39;JURA;;725;1010.0;42.7660678992, 1.47585112983
47;LOT-ET-GARONNE;;822;1430.0;42.8761187936, 1.62610815756
11;AUDE;;884;459.0;42.963939125, 1.17074804216
88;VOSGES;;2179;805.0;43.0788621754, 1.6517948232
2A;CORSE-DU-SUD;;1385;7481.0;43.4043516272, 0.192544494707
67;BAS-RHIN;;715;404.0;43.9280454107, 2.14575433942
34;HERAULT;;943;630.0;43.7639016426, 2.02695000471
81;TARN;;50;527.0;43.5012440754, 2.41561280466
59;NORD;;764;516.0;43.4792996203, 2.48942163005
11;AUDE;;382;3203.0;43.6002348624, 1.45103505654
84;VAUCLUSE;;19141;5923.0;43.4879057652, 1.34112140178
53;MAYENNE;;127;68.0;43.6594345487, 1.3356258638
41;LOIR-ET-CHER;;399;2504.0;43.6370410852, 1.42590898252
68;HAUT-RHIN;;865;433.0;44.3532281502, 2.03295683623
42;LOIRE;;478;888.0;44.5584748381, 2.21960647259
5;HAUTES-ALPES;;665;2980.0;44.3841029633, 2.76202110849
9;ARIEGE;;782;1784.0;43.0898015997, 0.371673005251
47;LOT-ET-GARONNE;;598;2499.0;43.1249016017, -0.0984990945716
12;AVEYRON;;723;2997.0;44.4756044671, 2.45867008279
55;MEUSE;;95;1048.0;43.9800016558, 1.32000000498
30;GARD;;886;980.0;43.475144004, 2.64026199319
25;DOUBS;;457;381.0;43.6002348624, 1.45103505654
62;PAS-DE-CALAIS;;287;624.0;43.5711768528, 1.43704675523
2;AISNE;;229;592.0;43.3009712868, 0.559843532833
17;CHARENTE-MARITIME;;623;1014.0;44.0000016569, 1.00000000509
19;CORREZE;;383;4864.0;43.766348353, 1.36866474959
26;DROME;;1008;1001.0;44.5458399502, 2.22361869988
59;NORD;;437;603.0;43.5126853322, 2.36829268802
61;ORNE;;133;940.0;44.5590974393, 2.25557944467
71;SAONE-ET-LOIRE;;1089;636.0;43.0997977084, 0.312217734339
71;SAONE-ET-LOIRE;;498;1326.0;43.1328450047, 0.975760527624
53;MAYENNE;;539;2047.0;43.7741016432, 1.98769000472
70;HAUTE-SAONE;;44;472.0;43.1513310816, 0.0240588045442
39;JURA;;581;1608.0;42.9830015933, 1.8760000047
22;COTES-D'ARMOR;;1610;1594.0;32.0087887535, -0.698993308268
31;HAUTE-GARONNE;;83;400.0;31.9623372776, -2.07757158644
6;ALPES-MARITIMES;;102;1081.0;50.7105108142, 2.2594588538
15;CANTAL;;203;1454.0;50.6419474111, 2.69031752443
24;DORDOGNE;;276;552.0;50.9461275372, 1.83858277625
21;COTE-D'OR;;84;631.0;50.0161355483, 4.04259201891
57;MOSELLE;;44;398.0;50.1934138348, 3.82201735731
41;LOIR-ET-CHER;;457;1018.0;50.7483020194, 2.36984000512
66;PYRENEES-ORIENTALES;;2223;336.0;50.1011803259, 3.91229956248
36;INDRE;;642;1353.0;50.663622587, 3.12923236969
22;COTES-D'ARMOR;;7235;348.0;50.2280329853, 2.12430363932
62;PAS-DE-CALAIS;;482;568.0;51.0007377075, 2.21801943841
33;GIRONDE;;844;436.0;50.8317532691, 1.80816399295
62;PAS-DE-CALAIS;;1619;1393.0;50.2969960176, 4.10882914936
8;ARDENNES;;101;822.0;50.3578314081, -1.08878109846
16;CHARENTE;;482;635.0;51.0189235943, 2.27313774464
30;GARD;;701;546.0;50.6235520762, 3.00804358176
58;NIEVRE;;3844;1650.0;50.3737413085, 2.01657882099
54;MEURTHE-ET-MOSELLE;;1553;1439.0;50.1964990483, 3.2655525523
72;SARTHE;;295;1477.0;50.4209725816, 3.06335529612
70;HAUTE-SAONE;;25;293.0;50.6167376521, 2.45877373164
33;GIRONDE;;2941;1504.0;50.2751764095, 3.91547136587
81;TARN;;723;1505.0;50.9670870286, 1.89935000532
32;GERS;;62;263.0;50.9465992489, 2.19667597308
35;ILLE-ET-VILAINE;;1882;775.0;50.4895940285, 3.34625012519
25;DOUBS;;432;1068.0;50.5947943396, 2.97397597618
14;CALVADOS;;215;502.0;50.9461275372, 1.83858277625
17;CHARENTE-MARITIME;;315;1327.0;50.3358790607, 3.03794229782
49;MAINE-ET-LOIRE;;2714;4674.0;50.6390836979, 1.74263944415
25;DOUBS;;130;418.0;50.3564430023, 3.09835900482
81;TARN;;65;597.0;50.2891148409, 2.76028961919
54;MEURTHE-ET-MOSELLE;;144;443.0;50.9461275372, 1.83858277625
57;MOSELLE;;1864;571.0;50.3792054907, 3.08972326094
33;GIRONDE;;2713;541.0;50.4195455921, 2.94598181547
64;PYRENEES-ATLANTIQUES;;60;331.0;50.2999317454, 2.80162738562
32;GERS;;143;364.0;50.4456292506, 2.90657506613
47;LOT-ET-GARONNE;;607;1406.0;50.3802920032, 2.3517900051
63;PUY-DE-DOME;;773;1575.0;50.9913872013, 2.15833625849
40;LANDES;;537;1062.0;50.6668999974, 1.66795213204
1;AIN;;2035;977.0;50.6652411366, 1.67908708964
57;MOSELLE;;91;326.0;50.4113882695, 1.92506866354
16;CHARENTE;;740;721.0;50.7652873931, 1.63083032836
37;INDRE-ET-LOIRE;;789;2475.0;50.5786479322, 3.08257752604
74;HAUTE-SAVOIE;;5253;1055.0;50.0161355483, 4.04259201891
38;ISERE;;469;386.0;50.6937565467, 2.38618274718
69;RHONE;;2483;550.0;50.3923819047, 3.4832676589
46;LOT;;760;1508.0;50.4700020074, 3.23000000478
12;AVEYRON;;258;858.0;50.3455226118, 3.05511735483
49;MAINE-ET-LOIRE;;223;556.0;50.1207234178, 3.4030095813
9;ARIEGE;;80;877.0;50.3173020006, 3.47227000468
62;PAS-DE-CALAIS;;234;699.0;50.4327383755, 3.57831687733
49;MAINE-ET-LOIRE;;683;1292.0;50.9541591486, 2.41453075985
59;NORD;;6690;852.0;50.9997258278, 2.35263276497
40;LANDES;;197;789.0;50.0000019859, 2.0000000052
14;CALVADOS;;1825;3096.0;50.6230104473, 2.68440243472
14;CALVADOS;;1825;3096.0;50.1799484885, 3.24267381383
32;GERS;;172;626.0;50.3841353324, 3.59255553529
5;HAUTES-ALPES;;180;810.0;27.4941440809, -1.66059918175
31;HAUTE-GARONNE;;147;614.0;50.6783246651, 3.07294311808
1;AIN;;4169;683.0;50.7247752171, 1.60314375669
80;SOMME;;1233;534.0;50.4284602645, 3.01477523499
7;ARDECHE;;950;1193.0;50.9563020282, 2.19197000521
22;COTES-D'ARMOR;;1441;1075.0;27.6168691118, -1.70704839104
17;CHARENTE-MARITIME;;459;1609.0;27.3680283084, -1.91300323218
80;SOMME;;146;870.0;27.7074931364, -1.78589602217
35;ILLE-ET-VILAINE;;17177;3861.0;27.3638713813, -1.99516085941
66;PYRENEES-ORIENTALES;;3304;2731.0;27.4941440809, -1.66059918175
64;PYRENEES-ATLANTIQUES;;233;2444.0;27.3680283084, -1.91300323218
80;SOMME;;29;305.0;46.3208501226, -0.465642486721
18;CHER;;578;3795.0;45.65, 0.150000006478
68;HAUT-RHIN;;464;380.0;45.6254629123, 0.0560945811848
3;ALLIER;;445;4242.0;46.2188497136, -0.133755897897
59;NORD;;923;487.0;46.8261069279, -0.160833597427
88;VOSGES;;142;1029.0;46.7858897708, -0.142781121004
25;DOUBS;;324;287.0;46.8026316812, -0.140988959055
57;MOSELLE;;131;620.0;46.1101720181, -0.768941367079
25;DOUBS;;169;615.0;46.3200017949, 0.210000005574
39;JURA;;371;658.0;46.0269488195, 0.197024906642
52;HAUTE-MARNE;;59;500.0;45.3581004793, -0.155202037296
63;PUY-DE-DOME;;193;305.0;45.6833074951, -0.372535629121
74;HAUTE-SAVOIE;;794;1023.0;45.6503302226, -0.252408511875
15;CANTAL;;118;1335.0;45.662896091, 0.191001236696
63;PUY-DE-DOME;;511;3300.0;45.4016387415, 0.00862100557531
21;COTE-D'OR;;28;472.0;48.9267300155, 2.29422507486
44;LOIRE-ATLANTIQUE;;1945;5103.0;48.7617173287, 2.45111476425
64;PYRENEES-ATLANTIQUES;;348;355.0;48.858168555, 2.43735185174
34;HERAULT;;1228;1300.0;48.9299778659, 2.30566583267
35;ILLE-ET-VILAINE;;2987;1112.0;48.7419419067, 2.28610169151
19;CORREZE;;151;312.0;45.7948739418, 3.13396807135
22;COTES-D'ARMOR;;690;2591.0;50.2185301751, 3.14448192656
47;LOT-ET-GARONNE;;1144;890.0;47.1868969427, 2.6118271516
76;SEINE-MARITIME;;824;329.0;46.957356605, 2.25572529551
70;HAUTE-SAONE;;49;516.0;46.8013652545, 2.37098988971
62;PAS-DE-CALAIS;;2771;846.0;48.2340305572, 1.03689431167
17;CHARENTE-MARITIME;;339;959.0;48.689815467, 1.57822855726
34;HERAULT;;240;415.0;48.4315951857, 1.46862214718
24;DORDOGNE;;89;525.0;48.0805651954, 1.34003477537
1;AIN;;358;1669.0;48.7495019257, 1.39955000533
84;VAUCLUSE;;1339;2437.0;48.4322019096, 1.46796000527
71;SAONE-ET-LOIRE;;677;417.0;46.7017060717, 1.71723586105
64;PYRENEES-ATLANTIQUES;;101;1011.0;46.8923641554, 1.39792762982
16;CHARENTE;;486;3349.0;46.8914835544, 1.40017368499
38;ISERE;;1028;945.0;46.9400018303, 1.98000000496
31;HAUTE-GARONNE;;459;933.0;46.6344663061, 1.28934973912
66;PYRENEES-ORIENTALES;;52;1434.0;47.4335613726, 0.692900675382
38;ISERE;;1646;1304.0;47.3740144672, 0.695382247167
67;BAS-RHIN;;3586;1740.0;47.4302018567, 0.631111005505
68;HAUT-RHIN;;1928;1276.0;47.1407274154, 0.990796325921
32;GERS;;89;405.0;47.5762517568, 0.900962427425
40;LANDES;;293;1777.0;47.8588856559, 2.26907586662
25;DOUBS;;119;471.0;47.6487158554, 2.73497954128
6;ALPES-MARITIMES;;11497;1546.0;47.8376900343, 1.91803543548
32;GERS;;137;765.0;48.2957868267, 2.20116280405
14;CALVADOS;;65;365.0;47.8652881517, 2.19751272021
41;LOIR-ET-CHER;;1506;3139.0;47.560080698, 2.84644347422
62;PAS-DE-CALAIS;;173;523.0;47.8700018806, 2.13000000498
64;PYRENEES-ATLANTIQUES;;134;517.0;47.8700018806, 2.13000000498
49;MAINE-ET-LOIRE;;4300;6003.0;47.9643254727, 0.913772488942
2;AISNE;;278;1040.0;47.7932624344, 1.06292192847
14;CALVADOS;;2493;795.0;47.9704558064, 0.891454127121
24;DORDOGNE;;632;1849.0;47.5897222309, 1.33083934691
31;HAUTE-GARONNE;;224;760.0;47.7562018742, 0.882359475443
56;MORBIHAN;;2639;2536.0;47.9751052222, 0.889947078958
37;INDRE-ET-LOIRE;;1079;1386.0;47.9683139069, 0.893013497571
26;DROME;;582;1648.0;47.4179983454, 1.42869704831
62;PAS-DE-CALAIS;;464;501.0;47.8404677771, 2.31915380076
81;TARN;;197;1489.0;47.4197794604, 0.966229444282
32;GERS;;177;1238.0;47.0424260978, 2.29161526905
14;CALVADOS;;524;580.0;47.4302018567, 0.631111005505
70;HAUTE-SAONE;;38;374.0;45.8229968126, 4.96681928253
8;ARDENNES;;81;377.0;46.1646415006, 5.80278846506
67;BAS-RHIN;;1184;204.0;46.0946116405, 4.76333164214
80;SOMME;;68;616.0;45.0210017202, 4.85400000383
69;RHONE;;4521;422.0;44.7638455767, 4.91679332889
2B;HAUTE-CORSE;;77;647.0;44.3762928293, 4.69527698695
84;VAUCLUSE;;9545;5877.0;44.2990016766, 5.4060000036
62;PAS-DE-CALAIS;;200;352.0;45.7591017639, 5.18595000376
49;MAINE-ET-LOIRE;;6851;9655.0;45.3497097732, 4.79331548734
85;VENDEE;;2599;1617.0;45.6328277812, 5.56131241259
19;CORREZE;;180;609.0;45.1227377984, 5.70749924958
64;PYRENEES-ATLANTIQUES;;848;821.0;45.3726018935, 4.81178194105
39;JURA;;366;917.0;45.3602861166, 4.79524766952
85;VENDEE;;4580;4472.0;45.4028292385, 4.76988457021
53;MAYENNE;;1109;1268.0;45.2621017348, 5.62224400359
19;CORREZE;;283;1584.0;45.4324162256, 4.32080289522
2;AISNE;;299;792.0;46.0312876009, 4.08281502322
64;PYRENEES-ATLANTIQUES;;7046;1879.0;45.776322321, 4.87250618166
37;INDRE-ET-LOIRE;;2088;1048.0;45.9764028278, 4.33426368436
7;ARDECHE;;268;800.0;45.5805566165, 5.95673906477
89;YONNE;;183;1064.0;45.4533489086, 6.29496205096
33;GIRONDE;;438;1184.0;45.6235562528, 5.66794820644
41;LOIR-ET-CHER;;320;3135.0;45.8894210892, 6.11996706345
51;MARNE;;235;1762.0;45.7437845953, 3.1394992435
51;MARNE;;1197;1533.0;45.9166999956, 2.8000000031
51;MARNE;;54;397.0;44.19886157, 4.16277627951
51;MARNE;;1197;1024.0;42.8485851439, 3.43455510549
2;AISNE;;52;293.0;43.2339262606, 3.31313993431
89;YONNE;;1173;698.0;43.162538235, 3.01159117797
89;YONNE;;126;1019.0;43.247705435, 3.2427210831
89;YONNE;;460;684.0;43.0996172408, 2.87550922024
89;YONNE;;194;1045.0;43.1999103798, 3.07989733447
89;YONNE;;1385;1823.0;41.530730393, 3.59281359497
89;YONNE;;725;760.0;41.5367583243, 3.83127226595
89;YONNE;;549;1188.0;41.5595680084, 3.7254077079
89;YONNE;;86;1262.0;41.5595680084, 3.7254077079
10;AUBE;;55;695.0;41.5595680084, 3.7254077079
89;YONNE;;374;1136.0;41.5595680084, 3.7254077079
89;YONNE;;462;1240.0;41.6428156669, 3.67754042515
89;YONNE;;229;3067.0;46.7944464192, 4.4245108727
89;YONNE;;192;1354.0;46.9298117738, 3.26173846144
10;AUBE;;190;591.0;46.3330017965, 3.25000000446
10;AUBE;;193;1268.0;46.8044070072, 4.42758304667
10;AUBE;;535;3339.0;46.4716909026, 4.80977002187
52;HAUTE-MARNE;;74;1965.0;47.8859040075, 3.09460732637
21;COTE-D'OR;;294;1979.0;46.9333018302, 3.2658000045
21;COTE-D'OR;;81;875.0;49.2361832732, 0.746318816686
21;COTE-D'OR;;84;743.0;46.1569785977, 6.33879757003
89;YONNE;;843;2203.0;43.5798248134, 7.11837241504
8;ARDENNES;;919;2396.0;43.6534953187, 7.15501160313
2;AISNE;;544;3012.0;43.54265163, 6.94984000307
10;AUBE;;430;670.0;43.4030185585, 7.13475813229
10;AUBE;;250;2248.0;49.7657019757, 4.72950000418
92;HAUTS-DE-SEINE;;19343;357.0;48.3339553965, 4.04531469069
93;SEINE-SAINT-DENIS;;47499;427.0;43.22629451, 2.37193678853
92;HAUTS-DE-SEINE;;29436;752.0;43.1730662063, 3.0295632984
93;SEINE-SAINT-DENIS;;34658;697.0;44.390783287, 2.53910157538
93;SEINE-SAINT-DENIS;;40161;504.0;43.525713106, 5.44553927381
93;SEINE-SAINT-DENIS;;22331;293.0;43.2707779456, 5.39853092309
94;VAL-DE-MARNE;;75869;1131.0;49.3510906287, 0.0947564661115
95;VAL-D'OISE;;434;757.0;46.1475076823, -1.18847972509
95;VAL-D'OISE;;140;92.0;45.660011411, -1.08995526633
77;SEINE-ET-MARNE;;7148;465.0;47.0961646413, 2.46911816532
77;SEINE-ET-MARNE;;859;1361.0;45.1632202517, 1.46871479443
77;SEINE-ET-MARNE;;2263;1982.0;47.3234399136, 5.03846697795
77;SEINE-ET-MARNE;;1237;1254.0;48.5132745574, -2.7605131167
77;SEINE-ET-MARNE;;320;926.0;47.2049348458, 5.99093300358
60;OISE;;588;1325.0;45.0497850874, 5.04774834996
60;OISE;;198;979.0;44.9053864742, 4.86613211442
60;OISE;;666;812.0;49.0469401955, 1.16263374967
60;OISE;;266;721.0;48.4700631574, 1.4817328304
60;OISE;;179;388.0;48.3885403723, -4.45038926105
60;OISE;;1194;352.0;47.9681551972, -4.10476209333
60;OISE;;564;726.0;43.5090030959, 4.14915436962
60;OISE;;607;488.0;43.8399537582, 4.3567163437
60;OISE;;7245;478.0;43.7907251438, 4.34224903765
60;OISE;;2900;736.0;44.8006486024, -0.533104527144
60;OISE;;776;603.0;44.6301634423, -0.985353551427
60;OISE;;459;352.0;44.8659417036, -0.565354661613
60;OISE;;7997;665.0;44.6044212476, -1.1296561128
60;OISE;;1456;1964.0;43.295470785, 3.46564880781
60;OISE;;519;734.0;43.3212912301, 3.23440961406
60;OISE;;910;1099.0;43.5828633502, 3.90440632114
60;OISE;;1668;1077.0;43.4197293658, 3.71834617738
80;SOMME;;127;303.0;48.0939018922, 1.72590000514
60;OISE;;644;974.0;48.6356709945, -1.97498981507
10;AUBE;;355;620.0;47.3775186444, 0.647563817457
10;AUBE;;189;1734.0;45.6032163518, 5.25186181442
10;AUBE;;121;1903.0;45.2557985996, 5.6645596436
10;AUBE;;126;1406.0;45.4874017478, 4.34762000403
89;YONNE;;664;659.0;47.3273895627, -2.42892220891
24;DORDOGNE;;3566;2588.0;47.8736948153, 1.81214771634
64;PYRENEES-ATLANTIQUES;;10859;4652.0;47.4726871639, -0.557344532929
47;LOT-ET-GARONNE;;960;1224.0;47.0538256311, -0.918118579002
40;LANDES;;4546;2839.0;49.0553154777, 3.93183633557
33;GIRONDE;;23736;2069.0;48.0493565515, -0.765222874322
64;PYRENEES-ATLANTIQUES;;1056;1843.0;47.7451107061, -3.36896333408
23;CREUSE;;225;1378.0;49.3242902981, 6.15094252552
19;CORREZE;;367;1814.0;51.0278620313, 2.38278000514
24;DORDOGNE;;968;1519.0;51.0019020302, 2.30138000517
24;DORDOGNE;;977;1948.0;49.4361799557, 2.08635966388
17;CHARENTE-MARITIME;;3500;4670.0;50.4359460058, 2.85654800491
23;CREUSE;;94;955.0;45.771333787, 3.08339657971
87;HAUTE-VIENNE;;338;2676.0;43.3128016135, -0.436799994429
47;LOT-ET-GARONNE;;824;2072.0;43.0987747805, -0.0763691146448
17;CHARENTE-MARITIME;;734;1921.0;42.7026418608, 2.89315775797
23;CREUSE;;244;2226.0;42.7094875762, 2.91898400432
16;CHARENTE;;502;1434.0;48.5833000007, 7.75000000774
64;PYRENEES-ATLANTIQUES;;126;874.0;48.0705628603, 7.36465098002
23;CREUSE;;460;4132.0;47.7774442809, 7.40403405197
17;CHARENTE-MARITIME;;2205;1924.0;45.69430176, 4.83447000388
23;CREUSE;;2395;3013.0;45.6913298015, 4.84174933331
24;DORDOGNE;;203;1514.0;45.986301777, 4.73940000393
17;CHARENTE-MARITIME;;645;3154.0;48.0081738458, 0.19781079759
19;CORREZE;;355;2576.0;45.5695284393, 5.91659952106
79;DEUX-SEVRES;;990;2576.0;45.9074536913, 6.10896654543
40;LANDES;;383;3764.0;46.3705081769, 6.48484904844
16;CHARENTE;;743;1870.0;49.5004232965, 0.129590183887
23;CREUSE;;103;820.0;49.4250845812, 1.05690054959
40;LANDES;;323;5382.0;49.3099265271, 1.0028914335
19;CORREZE;;580;1937.0;48.8738994853, 2.67404631448
64;PYRENEES-ATLANTIQUES;;350;1545.0;48.9442596667, 2.85558941028
24;DORDOGNE;;1098;2622.0;49.0014798527, 1.63000698939
71;SAONE-ET-LOIRE;;8900;2432.0;48.9480498529, 2.00289945455
70;HAUTE-SAONE;;236;1373.0;49.8976488282, 2.29616846484
70;HAUTE-SAONE;;118;1028.0;43.4321927713, 6.73761514441
58;NIEVRE;;1248;4215.0;43.1076576247, 5.87837136055
39;JURA;;34;88.0;43.1232665477, 6.00370863301
70;HAUTE-SAONE;;729;924.0;43.9420538493, 4.80896706805
71;SAONE-ET-LOIRE;;153;1559.0;46.4933308667, -1.71858387768
71;SAONE-ET-LOIRE;;307;1338.0;45.8160400762, 1.25941649116
71;SAONE-ET-LOIRE;;424;3705.0;47.6413868032, 6.85663166525
70;HAUTE-SAONE;;516;691.0;48.6264019197, 2.46552000491
71;SAONE-ET-LOIRE;;738;1527.0;48.9474761563, 2.2590653581
70;HAUTE-SAONE;;507;2892.0;48.8517645816, 2.51779967848
21;COTE-D'OR;;126;686.0;48.7480854031, 2.4656823665
25;DOUBS;;351;1653.0;48.9603535515, 2.41949490154
71;SAONE-ET-LOIRE;;1708;3373.0;49.0144794987, 2.0578042132
51;MARNE;;292;781.0;45.7186626262, 3.01869315568
10;AUBE;;253;955.0;49.1288900565, 0.263403659892
10;AUBE;;279;570.0;49.2674601027, -0.672603251903
10;AUBE;;2987;2168.0;49.0221053179, -0.043808175766
51;MARNE;;156;415.0;48.8404398731, -0.891291760889
51;MARNE;;241;1083.0;46.6421344485, 2.28201184822
51;MARNE;;95;960.0;45.1663202194, 1.54149521274
51;MARNE;;206;1034.0;45.4023773322, 2.06122370664
51;MARNE;;187;1926.0;45.2191044852, 1.45504846811
29;FINISTERE;;1485;1145.0;46.1663853241, 1.87344679438
65;HAUTES-PYRENEES;;30;82.0;45.1690285893, 0.767429858245
63;PUY-DE-DOME;;104;101.0;47.2448737911, 6.02341596661
32;GERS;;93;405.0;47.1476589531, 6.34544935228
53;MAYENNE;;198;601.0;47.1813950536, 6.39935473008
22;COTES-D'ARMOR;;3418;2195.0;47.9321450318, -3.69852938702
44;LOIRE-ATLANTIQUE;;3894;5797.0;48.5360589076, -0.482153052581
65;HAUTES-PYRENEES;;236;158.0;48.4470497024, -4.4648258075
26;DROME;;840;2479.0;48.0990626957, -3.78452605812
56;MORBIHAN;;689;1272.0;48.5793426291, -3.86305154179
90;TERRITOIRE DE BELFORT;;420;1096.0;43.9310865161, 0.360296209997
66;PYRENEES-ORIENTALES;;905;566.0;48.1412018947, 1.82934000511
14;CALVADOS;;584;396.0;43.7693610655, -0.578775139926
26;DROME;;1138;954.0;47.3550904374, 1.2200746214
69;RHONE;;8519;1399.0;48.0406034644, 1.07622693931
18;CHER;;670;4152.0;47.4455601282, -2.31621478746
14;CALVADOS;;191;383.0;47.1536673521, -1.59428644863
69;RHONE;;2311;780.0;47.5229526637, -1.18486387677
74;HAUTE-SAVOIE;;1117;637.0;47.1890018438, 1.48953000516
33;GIRONDE;;558;1893.0;44.4023062077, 0.705444340664
23;CREUSE;;140;899.0;47.0727018373, 0.872846005383
62;PAS-DE-CALAIS;;329;324.0;50.1188368681, 3.93190926805
2B;HAUTE-CORSE;;61;1848.0;50.6735203044, 2.48045142876
17;CHARENTE-MARITIME;;275;1411.0;48.5360589076, -0.482153052581
59;NORD;;246;311.0;48.5327097896, -0.478491072107
64;PYRENEES-ATLANTIQUES;;124;644.0;48.7736546303, 0.285415105043
33;GIRONDE;;763;258.0;48.749921061, -0.566374687302
31;HAUTE-GARONNE;;86;624.0;46.6556018152, 5.18646000382
24;DORDOGNE;;122;1633.0;46.4923994811, 5.38701953647
49;MAINE-ET-LOIRE;;2311;3733.0;46.326673729, 4.53268648635
6;ALPES-MARITIMES;;2535;956.0;45.9057141862, 6.12561990448
36;INDRE;;490;2141.0;46.0631839353, 6.29811682034
26;DROME;;227;921.0;46.0673986969, 6.31274900114
31;HAUTE-GARONNE;;203;1480.0;45.8759727894, 5.95941588857
19;CORREZE;;868;2547.0;47.2448737911, 6.02341596661
54;MEURTHE-ET-MOSELLE;;982;805.0;47.1476589531, 6.34544935228
57;MOSELLE;;116;613.0;47.0561735004, 1.04190431589
71;SAONE-ET-LOIRE;;1115;485.0;46.1297901468, 1.37182246671
25;DOUBS;;78;516.0;45.8320804386, 1.25542061123
63;PUY-DE-DOME;;85;1573.0;45.7969625007, 1.22498280743
38;ISERE;;1068;1136.0;45.8117091032, 1.26096821229
62;PAS-DE-CALAIS;;486;521.0;45.8037352197, 1.27398902145
25;DOUBS;;71;328.0;45.5132563834, 1.21431293129
89;YONNE;;384;1343.0;49.0503019411, 3.4169800046
38;ISERE;;1030;1163.0;49.849097206, 3.2801609551
36;INDRE;;1038;4062.0;49.7321619738, 3.24391000471
41;LOIR-ET-CHER;;1073;1347.0;49.8685019801, 3.32442000469
30;GARD;;553;1219.0;50.0170095592, 3.78461874126
17;CHARENTE-MARITIME;;672;1257.0;49.849097206, 3.2801609551
59;NORD;;676;539.0;49.3686366887, 3.3476011478
29;FINISTERE;;608;1999.0;49.3750175147, 3.32788663141
43;HAUTE-LOIRE;;897;2084.0;49.6450936167, 3.28980799435
4;ALPES-DE-HAUTE-PROVENCE;;78;3269.0;49.4166385286, 2.11659534977
49;MAINE-ET-LOIRE;;8755;7237.0;49.3049019533, 2.57565000492
62;PAS-DE-CALAIS;;4621;513.0;49.4167558741, 2.82616200887
29;FINISTERE;;12005;3306.0;49.4016103276, 2.96387542026
88;VOSGES;;65;732.0;49.1034501393, 2.58365788017
16;CHARENTE;;526;956.0;49.6506522925, 1.73038583632
6;ALPES-MARITIMES;;125;8100.0;49.2856886884, 2.49305037377
34;HERAULT;;210;608.0;49.2995024489, 2.51508592607
85;VENDEE;;469;593.0;50.1082593515, 1.83902346142
54;MEURTHE-ET-MOSELLE;;3898;371.0;49.9090019818, 2.27613000509
3;ALLIER;;1143;3926.0;49.935701983, 2.27018000509
59;NORD;;445;571.0;49.8976488282, 2.29616846484
40;LANDES;;141;696.0;49.8976488282, 2.29616846484
38;ISERE;;237;523.0;49.8976488282, 2.29616846484
15;CANTAL;;108;1657.0;49.7659250768, 2.9090776533
25;DOUBS;;1268;1663.0;49.8557774967, 2.24060954613
62;PAS-DE-CALAIS;;1253;962.0;49.2889213407, 2.48725041912
62;PAS-DE-CALAIS;;1062;979.0;49.4016103276, 2.96387542026
50;MANCHE;;181;383.0;44.8937967859, -0.498721925786
50;MANCHE;;802;1539.0;44.9054318789, -0.525820693026
79;DEUX-SEVRES;;150;987.0;44.9274791063, -0.617924634228
59;NORD;;3222;561.0;44.8366605425, -0.565635946863
71;SAONE-ET-LOIRE;;79;642.0;44.8366605425, -0.565635946863
39;JURA;;139;570.0;44.8618375143, -0.552504188592
31;HAUTE-GARONNE;;11702;689.0;44.7624680535, -0.721537649621
64;PYRENEES-ATLANTIQUES;;782;1035.0;44.8325918128, -0.646682056301
83;VAR;;866;7688.0;43.2411559725, -0.87899518096
25;DOUBS;;48;251.0;43.9912720273, -1.03546626648
37;INDRE-ET-LOIRE;;1222;1227.0;44.1832999976, 0.683333008081
46;LOT;;169;642.0;44.5109916881, 0.149310005449
1;AIN;;72;469.0;44.1788439508, 0.604507619392
64;PYRENEES-ATLANTIQUES;;1908;398.0;43.4800825353, -1.5153642715
54;MEURTHE-ET-MOSELLE;;403;421.0;43.4048096356, -0.643693351435
22;COTES-D'ARMOR;;1624;1943.0;43.3828477736, -0.604576373529
54;MEURTHE-ET-MOSELLE;;127;583.0;43.3821201558, -0.604218460811
33;GIRONDE;;959;1373.0;43.385696153, -0.605647358419
26;DROME;;44;1376.0;43.2975317425, -0.375268616689
18;CHER;;158;1727.0;43.2411559725, -0.87899518096
7;ARDECHE;;44;1659.0;45.1924341099, 0.684503550868
86;VIENNE;;261;2704.0;44.9247618685, -0.615346226847
71;SAONE-ET-LOIRE;;105;682.0;48.8498764753, -0.867632119885
1;AIN;;145;807.0;44.6219722193, -0.787338185835
17;CHARENTE-MARITIME;;443;1569.0;49.2678917259, -0.695820188479
69;RHONE;;132;623.0;48.8498764753, -0.867632119885
62;PAS-DE-CALAIS;;362;803.0;48.8938826399, -0.190463731148
32;GERS;;480;951.0;49.3056563037, -1.26243295454
70;HAUTE-SAONE;;3136;818.0;48.5819472313, -0.824633533402
85;VENDEE;;2563;2924.0;49.213888894, -1.24388889651
33;GIRONDE;;314;771.0;49.3802181893, -1.35555782927
1;AIN;;850;432.0;49.0366401825, -1.44334790856
36;INDRE;;360;4001.0;48.5093549619, 0.547684696037
16;CHARENTE;;368;2043.0;48.701058564, -0.328494173917
63;PUY-DE-DOME;;501;645.0;49.0146516074, 0.40846132459
18;CHER;;129;966.0;47.8700291032, 3.52963472542
