Identifiant;Nom Etablissement;Numéro Siret;Adresse;Code Postal;Commune;Departement;Region;coordonnées_x;coordonnées_y;Code APE;Libellé APE;Code Eprtr;Libelle Eprtr;coordonnees;Milieu;Polluant;Quantite
067.00368;SOCIETE NOUVELLE S.I.P.P.;4,51E+13;52 -  rue Hoffet;68110;ILLZACH;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;975350;2321200;1330Z;Ennoblissement textile;;;47.7825224617, 7.34853462936;Eau (indirect);Carbone organique total (COT);1691447,7
067.00392;EMFI Site de Haguenau;5,89E+13;3 RUE ETTORE BUGATTI;67500;HAGUENAU;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1001088;2436019;2052Z;Fabrication de colles;4.(a).(viii);matières plastiques de base (polymères -  fibres synthétiques -  fibres à  base de cellulose);48.7971704801, 7.79750517227;Eau (indirect);Cadmium et ses composés (Cd);8,277
067.00393;CLARIANT Production (France) - Usine de Huningue;3,02E+13;avenue Bà¢le;68331;HUNINGUE;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;994237;2302248;2012Z;Fabrication de colorants et de pigments;;;47.6013540201, 7.58313314801;Eau (indirect);Phénols (Ctotal);21357495,1
067.00452;DMC SAS;5,10E+13;13 rue de Pfastatt BP 2479;68057;MULHOUSE;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;975379;2316660;1330Z;Ennoblissement textile;;;47.7417571955, 7.34506355414;Eau (indirect);Zinc et ses composés (Zn);2032083
067.00455;DEGERMANN GUSTAVE;9,16E+13;3 rue du Collège;67140;BARR;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;978474.452;2390212.66;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;;;48.4000000007, 7.4500000031;Eau (indirect);Chrome et ses composés (Cr);411063
067.00467;PSA Peugeot Citroà«n Site de Mulhouse;5,42E+13;Route de Chalampé CD 39 Le Napoléon;68100;MULHOUSE;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;975379;2316660;2910Z;Construction de véhicules automobiles;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à  l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;47.7417571955, 7.34506355414;Eau (indirect);Demande biologique en oxygène (DBO5);15505071,76
067.00472;PAPETERIES DU RHIN;3,33E+13;ILE NAPOLEON RUE HENRY DE CROUSAZ;68313;ILLZACH;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;978469.08627027;2321119.1256082;1712Z;Fabrication de papier et de carton;6.(b);Installations industrielles destinées à  la fabrication de papier et de carton et d'autres produits dérivés du bois (tels que l'aggloméré -  les panneaux de fibres de bois et le contreplaqué) d'une capacité de production de 20 tonnes par jour;47.780001877, 7.39000000316;Eau (indirect);Demande biologique en oxygène (DBO5);16148600
067.00494;STOEFFLER;9,16E+13;Bld d'Europe;67210;OBERNAI;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;980300;2397299;1013A;Préparation industrielle de produits à  base de viande;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;48.4625025956, 7.48085108497;Eau (indirect);Demande biologique en oxygène (DBO5);153400
067.00503;BASF Performance Products France SAS;4,10E+13;28 Rue de la Chapelle;68330;HUNINGUE;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;994237;2302248;2012Z;Fabrication de colorants et de pigments;4.(a).(x);colorants et pigments;47.6013540201, 7.58313314801;Eau (indirect);Benzène -  toluène -  éthylbenzène -  xylènes (BTEX);18550981,1
067.00504;P-D INTERGLAS TECHNOLOGIES;5,18E+13;ZI - BP 23;68550;MALMERSPACH;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;951319;2328780;1320Z;Tissage;;;47.8639024754, 7.03448097709;Eau (indirect);Demande chimique en oxygène (DCO);602100
067.00505;LES ATELIERS REUNIS REVETEMENT SAS;8,04E+13;3 Rue des Champs;67205;OBERHAUSBERGEN;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;994079.982;2415411.005;2561Z;Traitement et revêtement des métaux;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à  30 m3;48.6167000035, 7.68333000766;Eau (indirect);Tétrachloroéthylène (PER - perchloroéthylène);35520,5
067.00516;BRASSERIE LICORNE;6,77E+13;60 - rue de Dettwiller;67700;SAVERNE;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;969289;2427700;1105Z;Fabrication de bière;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);48.7416079324, 7.3585499475;Eau (indirect);Phosphore total (P);562240
067.00517;BRà„CKER S.A.S.;9,16E+13;.132 -  Rue Clemenceau;68920;WINTZENHEIM;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;968700;2353310;2894Z;Fabrication de machines pour les industries textiles;;;48.0744946589, 7.2869387804;Eau (indirect);Nickel et ses composés (Ni);72
067.00522;BIMA 83;3,28E+13;9 rue de l'industrie;68700;CERNAY;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;960608.364;2318514.79;2012Z;Fabrication de colorants et de pigments;4.(a).(x);colorants et pigments;47.7666999987, 7.14999999756;Eau (indirect);Phénols (Ctotal);1043,9
067.00536;SENERVAL;5,19E+13;03 Route du Rohrschollen;67100;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;998925;2411772;3821Z;Traitement et élimination des déchets non dangereux;5.(b);Installations destinées à  l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure;48.5810874298, 7.74546842507;Eau (indirect);Phénols (Ctotal);6375112,65
067.00537;AMCOR FLEXIBLES SELESTAT;7,96E+13;2  - rue Frédéric MEYER;67603;SELESTAT;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;979163;2374624;2592Z;Fabrication d'emballages métalliques légers;9.(c);Installations destinées au traitement de surface de matières -  d'objets ou de produits à  l'aide de solvants organiques -  notamment pour les opérations d'apprêt -  d'impression -  de revêtement -  de dégraissage -  d'imperméabilisation -  de collage -  de peinture -  de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an;48.2597380726, 7.44560736485;Eau (indirect);Demande biologique en oxygène (DBO5);8162000
067.00561;STOEFFLER;9,16E+13;Bld d'Europe;67211;OBERNAI;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;980300;2397299;1013A;Préparation industrielle de produits à  base de viande;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;48.4625025956, 7.48085108497;Eau (indirect);Demande biologique en oxygène (DBO5);554770
067.00586;SENSIENT FLAVORS STRASBOURG;5,59E+13;5 route du Rohrschollen;67026;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999241.751;2412040.556;1089Z;Fabrication d'autres produits alimentaires n.c.a.;;;48.5833000007, 7.75000000774;Eau (indirect);Demande chimique en oxygène (DCO);28766531,5
067.00589;COPVIAL SAS;3,89E+13;Rue Joseph Graff - CS 40021 Tanneries Cedex;67843;HOLTZHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;992436;2408949;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;48.5597465284, 7.65516988895;Eau (indirect);Demande biologique en oxygène (DBO5);3897500
067.00633;MARS PF France;4,32E+13;Avenue de la concorde;67129;ERNOLSHEIM-BRUCHE;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;986302;2407029;1092Z;Fabrication d'aliments pour animaux de compagnie;8.(b).(i);matières premières animales (autres que le lait) d'une capacité de production de produits finis de 75 tonnes par jour;48.5462239097, 7.57055362263;Eau (indirect);Demande chimique en oxygène (DCO);3915654
067.00655;TDE Teintureries de l'Est;3,40E+13;6 carrefour de Ribeauvillé;68160;SAINTE-MARIE-AUX-MINES;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;959637;2371811;1330Z;Ennoblissement textile;;;48.2456035206, 7.18085208519;Eau (indirect);Phosphore total (P);957090
067.00677;Charcuterie Alsacienne de Molsheim ILLER S.A;3,79E+13;BP 72050 route de Dachstein;67120;ALTORF;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;983226;2403991;1013A;Préparation industrielle de produits à  base de viande;;;48.5208053985, 7.52628456312;Eau (indirect);Demande biologique en oxygène (DBO5);567990
067.00682;HERTA;3,11E+13;2  -  route JP Clause BP50032 ZI de la Hardt;67401;ILLKIRCH-GRAFFENSTADEN;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;992378.547;2404145.666;1013A;Préparation industrielle de produits à  base de viande;;;48.5167000026, 7.65000000482;Eau (indirect);Demande chimique en oxygène (DCO);1129200
067.00688;HEINEKEN SCHILTIGHEIM;4,15E+13;4 -  Rue Saint Charles;67300;SCHILTIGHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;998492;2414506.43;1105Z;Fabrication de bière;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);48.6058773302, 7.74216148155;Eau (indirect);Phosphore total (P);26886398,3
067.00694;TANNERIES HAAS;9,17E+13;1 ROUTE DU HOHWALD;67140;EICHHOFFEN;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;978008;2388399;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;;;48.3840010757, 7.44212632137;Eau (indirect);Chrome et ses composés (Cr);3694106,3
067.00720;SIL FALA;6,79E+13;8 rue de St Nazaire;67000;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999241.751;2412040.556;1089Z;Fabrication d'autres produits alimentaires n.c.a.;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);48.5833000007, 7.75000000774;Eau (indirect);Azote total (N);66348030
067.00752;TRESCH CLERGET SAS;5,02E+13;1 -  avenue de Hollande;68110;ILLZACH;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;973981.60321256;2320831.965941;4634Z;Commerce de gros (commerce interentreprises) de boissons;;;47.780001877, 7.33000000318;Eau (indirect);Demande chimique en oxygène (DCO);1354400
067.00766;LINGENHELD ENVIRONNEMENT;3,85E+13;chemin du Hitzthal  Carrefour Bellevue;67203;OBERSCHAEFFOLSHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;991713.6;2414502.03;3832Z;Récupération de déchets triés;5.(a);Installations pour la valorisation ou l'élimination des déchets dangereux recevant 10 tonnes par jour;48.6099891931, 7.65048886691;Eau (indirect);Benzo(b)fluoranthène;0,0106
067.00775;COSTIL TANNERIES DE FRANCE SAS;4,48E+13;;67381;LINGOLSHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;994301;2408700;191Z;Apprêt et tannage des cuirs;;;48.5563771618, 7.68013946077;Eau (indirect);Chrome et ses composés (Cr);895646
067.00800;Brasserie METEOR;5,99E+13;6 rue du Général Lebocq;67270;HOCHFELDEN;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;984700;2430499;1105Z;Fabrication de bière;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);48.7576832046, 7.57005193859;Eau (indirect);Carbone organique total (COT);1800000
067.00804;EMFI S.A.S;5,89E+13;Rue de la source;67350;NIEDERMODERN;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;989178;2440398;2052Z;Fabrication de colles;4.(a).(viii);matières plastiques de base (polymères -  fibres synthétiques -  fibres à  base de cellulose);48.8437586977, 7.63985995654;Eau (indirect);Benzène;0,0009
067.00846;DELABLI division Delpierre site de Wisches;3,08E+13;zone industrielle de Wisches  Route de la Mazière;67130;WISCHES;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;963828.58;2400814.69;1020Z;Transformation et conservation de poisson -  de crustacés et de mollusques;;;48.503521191, 7.26161221278;Eau (indirect);Carbone organique total (COT);1543500
067.00847;Bestfoods France Industries;3,83E+13;5 avenue Jean Prêcheur;67120;DUPPIGHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;986898;2406768;1089Z;Fabrication d'autres produits alimentaires n.c.a.;;;48.5435260986, 7.57836952761;Eau (indirect);Lindane;2505306,209
067.01057;Société des Malteries d'ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3,48E+13;7 - rue du port du Rhin;67000;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999596;2411195;1106Z;Fabrication de malt;;;48.5754978224, 7.75399933395;Eau (indirect);Demande biologique en oxygène (DBO5);9658750
067.01060;BIO SPRINGER;5,42E+13;6 Rue Saint Nazaire;67100;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999241.751;2412040.556;1089Z;Fabrication d'autres produits alimentaires n.c.a.;;;48.5833000007, 7.75000000774;Eau (indirect);Azote total (N);12902810
067.01094;STANDART;3,00E+13;11 -  rue de St Malo BP 174;67025;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999241.751;2412040.556;1106Z;Fabrication de malt;;;48.5833000007, 7.75000000774;Eau (indirect);Carbone organique total (COT);6399090
067.01189;PIERRETTE (ELIS ALSACE-CHAMPAGNE-ARDENNE-LORRAINE);3,06E+13;142 rue de l'Unterelsau  BP 57;67036;STRASBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999596;2411195;7729Z;Location et location-bail d'autres biens personnels et domestiques;;;48.5754978224, 7.75399933395;Eau (indirect);Carbone organique total (COT);130200
067.01221;BRASSERIE SCHUTZENBERGER;5,59E+13;;67300;SCHILTIGHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;999113.915;2413893.923;159N;Brasserie;;;48.6000000024, 7.75000000876;Eau (indirect);Demande biologique en oxygène (DBO5);1003100
067.01480;OREST GROUP;4,03E+13;28 rue de l'expansion;67150;ERSTEIN;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;993630;2393563;3212Z;Fabrication d'articles de joaillerie et bijouterie;;;48.421018429, 7.65721012292;Eau (indirect);Cadmium et ses composés (Cd);67,41946
067.01621;Arthur Metz;6,75E+13;102 -  rue du Général de Gaulle;67520;MARLENHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;979572.48658549;2414976.3309626;1102A;Fabrication de vins effervescents;;;48.6215019206, 7.48668200318;Eau (indirect);Demande chimique en oxygène (DCO);2215400
067.01724;STEELCASE Marlenheim;3,02E+13;Rue de Rome;67520;MARLENHEIM;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;979800;2414948;3101Z;Fabrication de meubles de bureau et de magasin;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à  30 m3;48.6211138656, 7.48973498894;Eau (indirect);Chloroforme (trichlorométhane);184
067.02037;WRIGLEY;9,17E+13;RD 52;68600;BIESHEIM;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;987676;2350778;1082Z;Fabrication de cacao -  chocolat et de produits de confiserie;;;48.0407617929, 7.53875181858;Eau (indirect);Demande chimique en oxygène (DCO);768602,5
067.02042;FREUDENBERG POLITEX;3,54E+13;20 rue Ampère;68027;COLMAR;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;974508;2353241;1395Z;Fabrication de non-tissés -  sauf habillement;;;48.0705628603, 7.36465098002;Eau (indirect);Demande chimique en oxygène (DCO);1368647
067.02046;KERMEL;3,81E+13;20 -  rue Ampère;68000;COLMAR;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;975045;2354826;2060Z;Fabrication de fibres artificielles ou synthétiques;4.(a).(viii);matières plastiques de base (polymères -  fibres synthétiques -  fibres à  base de cellulose);48.0844774839, 7.37320263396;Eau (indirect);Phénols (Ctotal);60018
067.02052;LABORATOIRES ALCON SAS;6,52E+13;15-23 avenue Georges Ferrenbach;68240;KAYSERSBERG;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;966182.49;2360809.84;2120Z;Fabrication de préparations pharmaceutiques;;;48.1432217674, 7.2595234954;Eau (indirect);Composés organohalogénés (AOX);3301,6
067.02056;BUDELPACK LIEPVRE SAS;4,49E+13;Z.I. du Bois l'Abbesse;68660;LIEPVRE;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;966900;2375446;2042Z;Fabrication de parfums et de produits pour la toilette;;;48.2741600051, 7.28150611983;Eau (indirect);Demande biologique en oxygène (DBO5);2245000
067.02151;SOJINAL S.A.S.;3,38E+13;8 -  route de Merxheim;68500;ISSENHEIM;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;967853;2334025;1089Z;Fabrication d'autres produits alimentaires n.c.a.;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle);47.9018901963, 7.2594019388;Eau (indirect);Demande chimique en oxygène (DCO);2240400
067.02202;TFL France SAS;4,10E+13;4 -  rue de l'Industrie BP 310;68333;HUNINGUE;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;994267.7023002;2300127.1062973;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(ii);hydrocarbures oxygénés -  notamment les alcools -  aldéhydes -  cétones -  acides carboxyliques -  esters -  acétates -  éthers -  peroxydes -  résines époxydes;47.5823018665, 7.58166000309;Eau (indirect);Phénols (Ctotal);2226379
067.02299;TRANSPORTS KLEIN;9,16E+13;60 Route de Kintzheim;67600;SELESTAT;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;985858.029;2372116.783;4941A;Transports routiers de fret interurbains;;;48.233299995, 7.53333000615;Eau (indirect);Demande biologique en oxygène (DBO5);1096500
067.02408;C.S.D.N.D. de Chà¢tenois;2,57E+13;Route de Ste Marie-Aux-Mines;67730;CHATENOIS;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;973397;2376672;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.2814559855, 7.36989074311;Eau (indirect);Fluoranthène;8148011,37
067.02565;ISDND du Herrenmatt à  Eschwiller;4,20E+13;lieu-dit Herrenmatt;67320;ESCHWILLER;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;951703.43950741;2439152.5152828;3821Z;Traitement et élimination des déchets non dangereux;5.(d);Décharges -  à  l'exception des décharges de déchets inertes et des décharges qui ont été définitivement fermées avant le 16 juillet 2001 ou dont la phase de gestion après désaffection requise par les autorités compétentes conformément à  l'article 13 de la directive 1999/31/CE du Conseil du 26 avril 1999 concernant la mise en décharge des déchets s'est achevée recevant 10 tonnes par jour ou d'une capacité totale de 25 000 tonnes;48.8542019322, 7.12949000331;Eau (indirect);Ammoniac (NH3);312759
067.02736;Evonik RohMax France;4,08E+13;BP 40027;67630;LAUTERBOURG;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1027719;2457858;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(ii);hydrocarbures oxygénés -  notamment les alcools -  aldéhydes -  cétones -  acides carboxyliques -  esters -  acétates -  éthers -  peroxydes -  résines époxydes;48.9757397514, 8.18087685672;Eau (indirect);Demande chimique en oxygène (DCO);2782500
067.02748;VIDOR;9,46E+13;;68700;ASPACH-LE-HAUT;HAUT-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;959336;2319628;900B;Enlèvement et traitement des ordures ménagères;;;47.7773922616, 7.13396412249;Eau (indirect);Plomb et ses composés (Pb);26173
068.02173;SEAP;5,15E+13;46 avenue de la Rijole Z.A le Pic;9100;PAMIERS;ARIEGE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;540882;1790578;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;43.1154157633, 1.61157545143;Eau (indirect);Demande biologique en oxygène (DBO5);44300
068.02177;NESTOR;5,21E+13;Saint Nestor;9300;VILLENEUVE-D'OLMES;ARIEGE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;557941;1767294;1330Z;Ennoblissement textile;;;42.907462979, 1.82264279938;Eau (indirect);Demande chimique en oxygène (DCO);2604100
068.02192;MONTFERRIER;9,36E+13;Rue principale;9300;MONTFERRIER;ARIEGE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;556141.65286138;1767132.2003293;1330Z;Ennoblissement textile;;;42.9059015884, 1.80067000472;Eau (indirect);Carbone organique total (COT);1106436
068.02257;BIGARD;7,76E+13;LE VERDIER DE SAINT PALAIS;81100;CASTRES;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;589450;1843650;1011Z;Transformation et conservation de la viande de boucherie;;;43.5946990239, 2.20610636065;Eau (indirect);Demande chimique en oxygène (DCO);15729425
068.02263;SEPIPROD;4,21E+13;Avenue de Lacaze-Basse BP 228;81105;CASTRES;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;591462;1842994;2041Z;Fabrication de savons -  détergents et produits d'entretien;4.(a).(xi);tensioactifs et agents de surface;43.5888303274, 2.2309984308;Eau (indirect);Phénols (Ctotal);4516709
068.02287;CUIRS DU FUTUR;4,02E+13;2 IMP LAVOISIER;81304;GRAULHET;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;571656;1862120;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;;;43.7602222123, 1.98503777254;Eau (indirect);Chrome et ses composés (Cr);1534
068.02312;VALEO;9,50E+13;BP 523;81200;MAZAMET;TARN;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;602926;1832270;2740Z;Fabrication d'appareils d'éclairage électrique;;;43.4924952734, 2.37269208031;Eau (indirect);Nickel et ses composés (Ni);212
068.02339;YéO frais;3,88E+13;23 Avenue de Fondeyre;31200;TOULOUSE;HAUTE-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;526455;1849041;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);43.6393998782, 1.42635402252;Eau (indirect);Demande chimique en oxygène (DCO);11340790
068.02437;ABATTOIR DE CAPDENAC;3,98E+13;RUE CLAUDE BERNARD;12700;CAPDENAC-GARE;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;579673;1952334;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;44.5716353306, 2.08081687863;Eau (indirect);Demande biologique en oxygène (DBO5);361200
068.02444;Société Laitière de Montauban;3,99E+13;;82000;MONTAUBAN;TARN-ET-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;521760;1891693;155A;Fabrication de lait liquide et de produits frais;;;44.0222805392, 1.36170173645;Eau (indirect);Demande chimique en oxygène (DCO);715800
068.02445;LECHE PASCUAL FRANCE;3,98E+13;1045 AVENUE DE gASSERAS;82000;MONTAUBAN;TARN-ET-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;521760;1891693;1051A;Fabrication de lait liquide et de produits frais;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);44.0222805392, 1.36170173645;Eau (indirect);Demande biologique en oxygène (DBO5);1200000
068.02459;TANNERIES PECHDO;3,95E+13;Z.I Plaine Coste;12100;MILLAU;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;657261.36;1898903.14;1511Z;Apprêt et tannage des cuirs  -  préparation et teinture des fourrures;9.(b);Tanneries d'une capacité de traitement de 12 tonnes de produits finis par jour;44.0891379178, 3.05087241491;Eau (indirect);Chrome et ses composés (Cr);3711477,9
068.02463;A.D.R.;3,49E+13;Z.I. ARSAC;12850;SAINTE-RADEGONDE;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;623150;1926149;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;44.3360749792, 2.62660870192;Eau (indirect);Demande biologique en oxygène (DBO5);6948700
068.02464;SOCIETE PORC MONTAGNE (SPM);3,93E+13;Parc d'Activités d'Arsac  54 Allée Durand de Gros;12850;SAINTE-RADEGONDE;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;623494.52;1929073.94;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour;44.3623652818, 2.63106214928;Eau (indirect);Demande chimique en oxygène (DCO);7869700
068.02467;SOCIETE FROMAGERE DE RODEZ;3,84E+13;Rue de la Prade ZI de Cantaranne;12850;ONET-LE-CHATEAU;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;620730;1928651;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);44.3586495331, 2.59639223311;Eau (indirect);Demande biologique en oxygène (DBO5);13677757
068.02468;SOCIETE FROMAGERE DE RODEZ;3,84E+13;Rue des Landes ZI la Prade;12850;ONET-LE-CHATEAU;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;621876;1928957;1051C;Fabrication de fromage;8.(c);Traitement et transformation du lait d'une capacité de traitement de 200 tonnes de lait par jour (valeur moyenne sur une base annuelle);44.3613662562, 2.61076939483;Eau (indirect);Demande chimique en oxygène (DCO);2643143
068.02474;SODIAAL INTERNATIONAL Les Fromageries Riches Monts;3,53E+13;;12034;RODEZ;AVEYRON;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;617835;1928336;155C;Fabrication de fromages;;;44.355896791, 2.56009541468;Eau (indirect);Demande chimique en oxygène (DCO);940000
